Id_cliente;FECHA EFECTIVA;Id_tx;DIAS COMPRA 
129;20/11/2020;5879;108
118;20/11/2020;6815;108
138;20/11/2020;9797;108
147;20/11/2020;5119;108
127;20/11/2020;8168;108
136;20/11/2020;7983;108
115;20/11/2020;3583;108
112;20/11/2020;3958;108
120;20/12/2020;4957;78
127;20/12/2020;7065;78
119;20/12/2020;4858;78
116;20/12/2020;5848;78
132;20/12/2020;4386;78
143;20/12/2020;2692;78
115;20/12/2020;7454;78
119;20/12/2020;2886;78
115;20/12/2020;9577;78
128;20/12/2020;3155;78
135;20/12/2020;7925;78
126;20/12/2020;6817;78
110;20/12/2020;8774;78
125;20/12/2020;4545;78
118;20/02/2021;3922;16
124;20/02/2021;9221;16
130;20/02/2021;6041;16
145;20/02/2021;3237;16
133;20/02/2021;6790;16
130;20/02/2021;6677;16
121;20/02/2021;9469;16
130;20/02/2021;9510;16
128;20/02/2021;8241;16
119;20/02/2021;3071;16
122;20/02/2021;6684;16
147;20/02/2021;7758;16
114;20/02/2021;9162;16
118;20/02/2021;6610;16
137;20/02/2021;4068;16
123;20/02/2021;4259;16
117;20/02/2021;9018;16
132;20/02/2021;3056;16
126;20/09/2020;9737;169
125;20/09/2020;6875;169
130;20/09/2020;7622;169
117;20/09/2020;5929;169
130;20/09/2020;7366;169
130;20/09/2020;3712;169
142;20/09/2020;8153;169
126;20/09/2020;6741;169
127;21/01/2021;8467;46
102;21/01/2021;3138;46
118;21/01/2021;5268;46
130;21/01/2021;5904;46
128;21/01/2021;7225;46
130;21/01/2021;5012;46
137;21/01/2021;7705;46
130;21/10/2020;7218;138
133;21/10/2020;7885;138
113;21/10/2020;4044;138
131;21/10/2020;9100;138
114;21/10/2020;5179;138
115;21/10/2020;9212;138
113;21/10/2020;7444;138
114;21/10/2020;5228;138
123;21/10/2020;9506;138
101;21/10/2020;3525;138
153;21/10/2020;9066;138
132;21/10/2020;2833;138
135;21/11/2020;4148;107
117;21/11/2020;2755;107
134;21/11/2020;9761;107
124;21/11/2020;5483;107
128;21/11/2020;2514;107
130;21/11/2020;8770;107
122;21/11/2020;2932;107
104;21/11/2020;8256;107
119;21/11/2020;9682;107
131;21/11/2020;3736;107
125;21/11/2020;3750;107
132;21/11/2020;4305;107
141;21/11/2020;3070;107
119;21/11/2020;7953;107
133;21/11/2020;5569;107
126;21/11/2020;9366;107
124;21/11/2020;7307;107
117;21/11/2020;8302;107
147;21/11/2020;6025;107
114;21/11/2020;5479;107
133;21/11/2020;7764;107
118;21/11/2020;7954;107
126;21/11/2020;4448;107
132;21/11/2020;9616;107
126;21/11/2020;2525;107
136;21/11/2020;7730;107
141;21/11/2020;4143;107
133;21/11/2020;4458;107
147;21/11/2020;8230;107
123;21/11/2020;4104;107
108;21/11/2020;9104;107
116;21/11/2020;6630;107
122;21/11/2020;2860;107
128;21/11/2020;8542;107
117;21/11/2020;5852;107
140;21/11/2020;5346;107
138;21/11/2020;5648;107
126;21/11/2020;3390;107
112;21/11/2020;4719;107
117;21/12/2020;9333;77
139;21/12/2020;6867;77
151;21/12/2020;4956;77
137;21/12/2020;9168;77
126;21/12/2020;4660;77
127;21/12/2020;4208;77
105;21/12/2020;5796;77
127;21/12/2020;2612;77
131;21/12/2020;3304;77
119;21/12/2020;9630;77
133;21/12/2020;4597;77
123;21/12/2020;3168;77
123;21/12/2020;6276;77
125;21/12/2020;6738;77
134;21/12/2020;8446;77
126;21/12/2020;5230;77
132;21/12/2020;9693;77
97;21/12/2020;8412;77
141;21/02/2021;6526;15
132;21/02/2021;3962;15
129;21/02/2021;8335;15
125;21/02/2021;5894;15
129;21/02/2021;3888;15
142;21/02/2021;6022;15
132;21/02/2021;8205;15
125;21/02/2021;7739;15
126;21/02/2021;6870;15
139;21/02/2021;5263;15
119;21/02/2021;2825;15
119;21/02/2021;3884;15
128;21/09/2020;4733;168
122;21/09/2020;7886;168
113;21/09/2020;3333;168
137;21/09/2020;3509;168
116;21/09/2020;5035;168
120;21/09/2020;5761;168
108;21/09/2020;5672;168
112;21/09/2020;4195;168
121;21/09/2020;6190;168
126;21/09/2020;8090;168
117;22/01/2021;7592;45
112;22/01/2021;6312;45
107;22/01/2021;2841;45
130;22/01/2021;7076;45
115;22/01/2021;4660;45
126;22/01/2021;9606;45
108;22/01/2021;9136;45
134;22/01/2021;4230;45
126;22/01/2021;6483;45
106;22/01/2021;9849;45
127;22/01/2021;8134;45
120;22/01/2021;7622;45
127;22/01/2021;7257;45
125;22/01/2021;2991;45
123;22/01/2021;8995;45
131;22/01/2021;3645;45
133;22/01/2021;6493;45
127;22/01/2021;7869;45
124;22/10/2020;4162;137
124;22/10/2020;3147;137
117;22/10/2020;6726;137
119;22/10/2020;6586;137
129;22/10/2020;5070;137
148;22/10/2020;9478;137
127;22/10/2020;8291;137
115;22/11/2020;5680;106
101;22/11/2020;4271;106
154;22/11/2020;9787;106
126;22/11/2020;8954;106
119;22/11/2020;4610;106
112;22/11/2020;6513;106
112;22/11/2020;7513;106
135;22/11/2020;4181;106
126;22/11/2020;4563;106
119;22/11/2020;2956;106
145;22/11/2020;4013;106
155;22/11/2020;9760;106
115;22/12/2020;6456;76
119;22/12/2020;6956;76
145;22/12/2020;2895;76
114;22/12/2020;6890;76
125;22/12/2020;3198;76
125;22/12/2020;3609;76
129;22/12/2020;6331;76
118;22/12/2020;8928;76
133;22/12/2020;3283;76
134;22/12/2020;5576;76
102;22/12/2020;9792;76
121;22/12/2020;4883;76
130;22/12/2020;6563;76
125;22/12/2020;7632;76
101;22/12/2020;4311;76
133;22/12/2020;6291;76
126;22/12/2020;7722;76
121;22/02/2021;3249;14
141;22/02/2021;7317;14
137;22/02/2021;2833;14
103;22/02/2021;8633;14
126;22/02/2021;8078;14
122;22/02/2021;4471;14
126;22/02/2021;8792;14
127;22/02/2021;3051;14
126;22/02/2021;3732;14
137;22/09/2020;4727;167
120;22/09/2020;6710;167
115;22/09/2020;4710;167
128;22/09/2020;9869;167
139;22/09/2020;3223;167
129;22/09/2020;4849;167
136;22/09/2020;6117;167
124;22/09/2020;9853;167
127;22/09/2020;3941;167
145;22/09/2020;8186;167
140;22/09/2020;5745;167
128;23/01/2021;8871;44
112;23/01/2021;3241;44
131;23/01/2021;8628;44
123;23/01/2021;2632;44
99;23/01/2021;9782;44
126;23/01/2021;9229;44
141;23/01/2021;8276;44
113;23/10/2020;3563;136
109;23/10/2020;8939;136
111;23/10/2020;4144;136
126;23/10/2020;3007;136
118;23/10/2020;8130;136
105;23/10/2020;2601;136
146;23/10/2020;6605;136
138;23/10/2020;9667;136
129;23/10/2020;8792;136
126;23/10/2020;9156;136
122;23/10/2020;6150;136
109;23/10/2020;2457;136
112;23/10/2020;4305;136
132;23/10/2020;5101;136
125;23/10/2020;4622;136
104;23/10/2020;2918;136
134;23/10/2020;4583;136
137;23/10/2020;8200;136
151;23/11/2020;6059;105
131;23/11/2020;9013;105
142;23/11/2020;4731;105
132;23/11/2020;7478;105
120;23/11/2020;3570;105
132;23/11/2020;4582;105
110;23/11/2020;9717;105
134;23/11/2020;8325;105
139;23/11/2020;3948;105
127;23/11/2020;3084;105
140;23/11/2020;8813;105
135;23/11/2020;4333;105
143;23/11/2020;7776;105
123;23/11/2020;8336;105
116;23/11/2020;7922;105
136;23/11/2020;8457;105
125;23/12/2020;6736;75
132;23/12/2020;4439;75
115;23/12/2020;8597;75
127;23/12/2020;4213;75
120;23/12/2020;9081;75
138;23/12/2020;9434;75
126;23/12/2020;7158;75
145;23/12/2020;8236;75
118;23/12/2020;9186;75
135;23/12/2020;6691;75
119;23/12/2020;4229;75
124;23/12/2020;2894;75
106;23/12/2020;8809;75
125;23/12/2020;6395;75
138;23/12/2020;5554;75
128;23/12/2020;4298;75
113;23/12/2020;2560;75
138;23/12/2020;4156;75
102;23/12/2020;8754;75
122;23/12/2020;6400;75
135;23/12/2020;5731;75
152;23/12/2020;4980;75
114;23/12/2020;5623;75
148;23/12/2020;5638;75
139;23/12/2020;7376;75
127;23/12/2020;5730;75
135;23/12/2020;8179;75
127;23/02/2021;5603;13
140;23/02/2021;6293;13
119;23/02/2021;2825;13
120;23/02/2021;5696;13
133;23/02/2021;3253;13
118;23/02/2021;2810;13
105;23/02/2021;3334;13
135;23/02/2021;6979;13
145;23/02/2021;8300;13
126;23/02/2021;5801;13
123;23/02/2021;6220;13
128;23/02/2021;8193;13
134;23/02/2021;5000;13
123;23/02/2021;4345;13
118;23/02/2021;8133;13
123;23/02/2021;7828;13
145;23/02/2021;8073;13
110;23/09/2020;3888;166
124;23/09/2020;5136;166
104;23/09/2020;3699;166
125;23/09/2020;5375;166
126;23/09/2020;4792;166
136;23/09/2020;8033;166
127;23/09/2020;2905;166
138;23/09/2020;3549;166
126;23/09/2020;4139;166
139;23/09/2020;9545;166
122;23/09/2020;2562;166
117;23/09/2020;6282;166
136;23/09/2020;8427;166
114;23/09/2020;8753;166
123;24/01/2021;8951;43
128;24/01/2021;6988;43
108;24/01/2021;8632;43
127;24/01/2021;7559;43
133;24/01/2021;3709;43
110;24/01/2021;4435;43
116;24/01/2021;2515;43
108;24/01/2021;2559;43
109;24/10/2020;5684;135
127;24/10/2020;3405;135
144;24/10/2020;9562;135
134;24/10/2020;5854;135
116;24/10/2020;3580;135
126;24/10/2020;3360;135
113;24/10/2020;5511;135
125;24/10/2020;7720;135
128;24/10/2020;4669;135
127;24/10/2020;5168;135
127;24/10/2020;5855;135
129;24/10/2020;6017;135
114;24/11/2020;8292;104
116;24/11/2020;9558;104
117;24/11/2020;6404;104
125;24/11/2020;5087;104
137;24/11/2020;5136;104
125;24/11/2020;7813;104
147;24/11/2020;7664;104
124;24/11/2020;3543;104
118;24/11/2020;2584;104
142;24/11/2020;4992;104
112;24/11/2020;3171;104
97;24/12/2020;3588;74
112;24/12/2020;9478;74
144;24/12/2020;8278;74
126;24/12/2020;3974;74
138;24/12/2020;4751;74
116;24/12/2020;8900;74
133;24/12/2020;7003;74
125;24/12/2020;9543;74
114;24/12/2020;5377;74
138;24/12/2020;9860;74
133;24/12/2020;6276;74
124;24/12/2020;2773;74
122;24/12/2020;4649;74
142;24/12/2020;8759;74
132;24/02/2021;2979;12
123;24/02/2021;5084;12
129;24/02/2021;4742;12
127;24/02/2021;7681;12
126;24/02/2021;4582;12
122;24/02/2021;6640;12
127;24/02/2021;9062;12
120;24/02/2021;5584;12
114;24/02/2021;8902;12
108;24/02/2021;7258;12
132;24/02/2021;2758;12
122;24/02/2021;7048;12
128;24/02/2021;8335;12
136;24/02/2021;6135;12
106;24/02/2021;5523;12
119;24/02/2021;3133;12
130;24/02/2021;8273;12
118;24/02/2021;3312;12
128;24/02/2021;8655;12
143;24/09/2020;9363;165
137;24/09/2020;6294;165
114;24/09/2020;3189;165
111;24/09/2020;8167;165
140;24/09/2020;8833;165
126;24/09/2020;3443;165
120;25/01/2021;4971;42
119;25/01/2021;4430;42
140;25/01/2021;8955;42
137;25/01/2021;4459;42
144;25/01/2021;3298;42
139;25/01/2021;9567;42
120;25/10/2020;5775;134
137;25/10/2020;6482;134
122;25/10/2020;8521;134
140;25/10/2020;3774;134
137;25/10/2020;9043;134
104;25/10/2020;7858;134
128;25/10/2020;8680;134
118;25/10/2020;4041;134
109;25/10/2020;5248;134
132;25/10/2020;5648;134
121;25/10/2020;3647;134
112;25/10/2020;9842;134
135;25/10/2020;4894;134
126;25/10/2020;9551;134
139;25/11/2020;7213;103
119;25/11/2020;5193;103
113;25/11/2020;5714;103
114;25/11/2020;3194;103
129;25/11/2020;3094;103
145;25/11/2020;7328;103
105;25/11/2020;9850;103
121;25/11/2020;6633;103
132;25/11/2020;4399;103
129;25/11/2020;9296;103
131;25/11/2020;4182;103
113;25/11/2020;6991;103
131;25/12/2020;9729;73
96;25/12/2020;3023;73
119;25/12/2020;8847;73
110;25/12/2020;2512;73
126;25/12/2020;5802;73
143;25/12/2020;8947;73
129;25/12/2020;4065;73
144;25/12/2020;3331;73
107;25/12/2020;2556;73
135;25/12/2020;8626;73
112;25/02/2021;5938;11
116;25/02/2021;5247;11
130;25/02/2021;4741;11
123;25/02/2021;5278;11
111;25/02/2021;6120;11
131;25/02/2021;9455;11
139;25/02/2021;4713;11
119;25/02/2021;6406;11
135;25/02/2021;5446;11
106;25/02/2021;9124;11
117;25/02/2021;6982;11
120;25/02/2021;7858;11
146;25/02/2021;6614;11
135;25/02/2021;8781;11
126;25/02/2021;8375;11
119;25/02/2021;9731;11
139;25/02/2021;3896;11
129;25/02/2021;9576;11
118;25/02/2021;6998;11
110;25/02/2021;3549;11
118;25/02/2021;3592;11
118;25/02/2021;3772;11
131;25/02/2021;9592;11
116;25/02/2021;5123;11
140;25/02/2021;5412;11
118;25/02/2021;5786;11
137;25/02/2021;5148;11
120;25/02/2021;9458;11
119;25/09/2020;3929;164
126;25/09/2020;9433;164
125;25/09/2020;3291;164
131;25/09/2020;5956;164
123;25/09/2020;4193;164
135;25/09/2020;7244;164
147;25/09/2020;5891;164
134;25/09/2020;9003;164
126;25/09/2020;3491;164
137;25/09/2020;8429;164
105;26/01/2021;3326;41
139;26/01/2021;6071;41
141;26/01/2021;6690;41
115;26/01/2021;3951;41
117;26/01/2021;6483;41
126;26/01/2021;5016;41
96;26/01/2021;4107;41
126;26/01/2021;7936;41
122;26/01/2021;6764;41
123;26/10/2020;3238;133
110;26/10/2020;6748;133
127;26/10/2020;9655;133
124;26/10/2020;6838;133
118;26/10/2020;5385;133
119;26/10/2020;8114;133
135;26/10/2020;3947;133
121;26/10/2020;6057;133
140;26/10/2020;5871;133
105;26/11/2020;9256;102
114;26/11/2020;8987;102
124;26/11/2020;9407;102
147;26/11/2020;3512;102
125;26/11/2020;5623;102
120;26/11/2020;7959;102
123;26/11/2020;5275;102
128;26/11/2020;8470;102
140;26/11/2020;2713;102
142;26/11/2020;5811;102
136;26/12/2020;2638;72
130;26/12/2020;9236;72
128;26/12/2020;8310;72
120;26/12/2020;6110;72
115;26/12/2020;9434;72
140;26/12/2020;3607;72
118;26/12/2020;7277;72
127;26/12/2020;5156;72
129;26/12/2020;6683;72
118;26/12/2020;5346;72
118;26/12/2020;6276;72
122;26/12/2020;4303;72
136;26/12/2020;4503;72
113;26/12/2020;7895;72
128;26/02/2021;5709;10
112;26/02/2021;7592;10
117;26/02/2021;6583;10
113;26/02/2021;2835;10
139;26/02/2021;7386;10
120;26/02/2021;7801;10
127;26/02/2021;4125;10
122;26/02/2021;6493;10
123;26/02/2021;5564;10
138;26/02/2021;3836;10
127;26/02/2021;6757;10
112;26/02/2021;3330;10
130;26/02/2021;4628;10
120;26/02/2021;4403;10
119;26/02/2021;9320;10
108;26/02/2021;4444;10
119;26/02/2021;8590;10
129;26/02/2021;9075;10
118;26/02/2021;6685;10
113;26/09/2020;6110;163
135;26/09/2020;5000;163
125;26/09/2020;3810;163
115;26/09/2020;5575;163
125;26/09/2020;4816;163
102;26/09/2020;7458;163
124;26/09/2020;3202;163
117;26/09/2020;7332;163
117;26/09/2020;3708;163
135;26/09/2020;6803;163
125;26/09/2020;4151;163
140;26/09/2020;9743;163
132;27/01/2021;4581;40
122;27/01/2021;5938;40
126;27/01/2021;2648;40
126;27/01/2021;5497;40
122;27/01/2021;8908;40
137;27/01/2021;7939;40
129;27/01/2021;3660;40
126;27/01/2021;3845;40
121;27/01/2021;6497;40
108;27/01/2021;3785;40
125;27/01/2021;2968;40
131;27/01/2021;8918;40
127;27/01/2021;5492;40
134;27/01/2021;6063;40
123;27/01/2021;4159;40
119;27/10/2020;7714;132
125;27/10/2020;6126;132
123;27/10/2020;3148;132
126;27/10/2020;7481;132
151;27/10/2020;8523;132
128;27/10/2020;9390;132
110;27/10/2020;7748;132
114;27/10/2020;4395;132
137;27/10/2020;9259;132
107;27/10/2020;5311;132
130;27/10/2020;9327;132
123;27/11/2020;5538;101
134;27/11/2020;5818;101
135;27/11/2020;5572;101
147;27/11/2020;9639;101
129;27/11/2020;8708;101
141;27/11/2020;5601;101
96;27/11/2020;9124;101
135;27/11/2020;9302;101
117;27/11/2020;4893;101
112;27/11/2020;6586;101
119;27/11/2020;9502;101
138;27/11/2020;4361;101
125;27/11/2020;5770;101
144;27/11/2020;5663;101
138;27/11/2020;8136;101
132;27/11/2020;8656;101
113;27/11/2020;7056;101
117;27/11/2020;4819;101
128;27/11/2020;7117;101
115;27/11/2020;9119;101
143;27/11/2020;6037;101
120;27/11/2020;2943;101
128;27/11/2020;7848;101
121;27/11/2020;5403;101
109;27/11/2020;5338;101
154;27/12/2020;7920;71
127;27/12/2020;3693;71
140;27/12/2020;5162;71
127;27/12/2020;6357;71
124;27/12/2020;5849;71
129;27/12/2020;7241;71
139;27/12/2020;3870;71
154;27/12/2020;9136;71
137;27/12/2020;9784;71
120;27/12/2020;9367;71
139;27/12/2020;9315;71
130;27/12/2020;6998;71
124;27/12/2020;7304;71
131;27/12/2020;3729;71
158;27/12/2020;3315;71
104;27/12/2020;7758;71
110;27/12/2020;4949;71
122;27/02/2021;3002;9
125;27/02/2021;8831;9
120;27/02/2021;6508;9
118;27/02/2021;8603;9
127;27/02/2021;7727;9
128;27/02/2021;9265;9
133;27/02/2021;8677;9
122;27/02/2021;7846;9
127;27/02/2021;3789;9
123;27/02/2021;6920;9
99;27/02/2021;6969;9
114;27/02/2021;8459;9
124;27/02/2021;5810;9
131;27/02/2021;6452;9
140;27/02/2021;9713;9
133;27/02/2021;4667;9
136;27/02/2021;4298;9
138;27/02/2021;3018;9
129;27/02/2021;6309;9
117;27/02/2021;4917;9
141;27/02/2021;4076;9
97;27/02/2021;4818;9
136;27/02/2021;8435;9
126;27/02/2021;3766;9
140;27/02/2021;4818;9
135;27/02/2021;4336;9
115;27/02/2021;9036;9
123;27/09/2020;8233;162
119;27/09/2020;3549;162
147;27/09/2020;2844;162
152;27/09/2020;3906;162
137;27/09/2020;7607;162
124;27/09/2020;4659;162
121;27/09/2020;9344;162
118;27/09/2020;8374;162
136;27/09/2020;9452;162
126;27/09/2020;2695;162
113;27/09/2020;8679;162
121;27/09/2020;8379;162
123;28/01/2021;4685;39
133;28/01/2021;3365;39
119;28/01/2021;3523;39
133;28/01/2021;9474;39
134;28/01/2021;4477;39
141;28/01/2021;9363;39
133;28/01/2021;8806;39
125;28/01/2021;9617;39
137;28/01/2021;6331;39
144;28/01/2021;7042;39
140;28/01/2021;3027;39
94;28/01/2021;5863;39
110;28/01/2021;7861;39
120;28/10/2020;2859;131
109;28/10/2020;9469;131
121;28/10/2020;7672;131
129;28/10/2020;5855;131
128;28/10/2020;7482;131
119;28/10/2020;7228;131
135;28/10/2020;4957;131
115;28/10/2020;2933;131
138;28/10/2020;3336;131
122;28/10/2020;9461;131
133;28/10/2020;4965;131
150;28/10/2020;4458;131
115;28/10/2020;5018;131
124;28/10/2020;7214;131
141;28/11/2020;2739;100
115;28/11/2020;4258;100
142;28/11/2020;8013;100
130;28/11/2020;3082;100
129;28/11/2020;7859;100
140;28/11/2020;7201;100
123;28/11/2020;8029;100
137;28/11/2020;9729;100
130;28/11/2020;6959;100
147;28/11/2020;5851;100
113;28/11/2020;7046;100
113;28/11/2020;6945;100
114;28/11/2020;7516;100
132;28/11/2020;8388;100
104;28/11/2020;5103;100
122;28/11/2020;9546;100
146;28/11/2020;8994;100
135;28/11/2020;5388;100
148;28/11/2020;7957;100
120;28/12/2020;8144;70
118;28/12/2020;3891;70
145;28/12/2020;9252;70
120;28/12/2020;8821;70
111;28/12/2020;8542;70
115;28/12/2020;6322;70
131;28/12/2020;2718;70
132;28/12/2020;6014;70
123;28/12/2020;4050;70
132;28/12/2020;5909;70
119;28/12/2020;4932;70
110;28/12/2020;9152;70
142;28/12/2020;8797;70
119;28/12/2020;7330;70
125;28/12/2020;2462;70
106;28/12/2020;8370;70
131;28/12/2020;5606;70
121;28/12/2020;7675;70
121;28/02/2021;7413;8
112;28/02/2021;6927;8
128;28/02/2021;5175;8
144;28/02/2021;6330;8
144;28/02/2021;3577;8
129;28/02/2021;7778;8
135;28/02/2021;6666;8
134;28/02/2021;6203;8
139;28/02/2021;8284;8
141;28/02/2021;5529;8
111;28/02/2021;8885;8
141;28/02/2021;4486;8
130;28/02/2021;3739;8
110;28/02/2021;4210;8
114;28/09/2020;5834;161
124;28/09/2020;3588;161
125;28/09/2020;4190;161
133;28/09/2020;8448;161
121;28/09/2020;4599;161
122;28/09/2020;4073;161
135;28/09/2020;3249;161
129;28/09/2020;5136;161
118;28/09/2020;2824;161
126;28/09/2020;8407;161
129;28/09/2020;4354;161
138;28/09/2020;7603;161
132;28/09/2020;6139;161
141;28/09/2020;9232;161
115;28/09/2020;4108;161
110;28/09/2020;3410;161
143;28/09/2020;8026;161
129;28/09/2020;9467;161
114;28/09/2020;3850;161
111;28/09/2020;9208;161
139;29/01/2021;8476;38
126;29/01/2021;6862;38
115;29/01/2021;7871;38
125;29/01/2021;8886;38
120;29/01/2021;4224;38
118;29/01/2021;7781;38
111;29/01/2021;4415;38
123;29/01/2021;3922;38
126;29/01/2021;5245;38
116;29/01/2021;6332;38
141;29/01/2021;7013;38
130;29/01/2021;3708;38
137;29/01/2021;5466;38
119;29/01/2021;4925;38
141;29/01/2021;5695;38
112;29/01/2021;5726;38
113;29/01/2021;4644;38
124;29/01/2021;5778;38
135;29/01/2021;8654;38
115;29/10/2020;3758;130
125;29/10/2020;5083;130
121;29/10/2020;3532;130
150;29/10/2020;7745;130
147;29/10/2020;9396;130
122;29/10/2020;7529;130
129;29/10/2020;8265;130
135;29/10/2020;7431;130
139;29/10/2020;8961;130
139;29/10/2020;6108;130
133;29/10/2020;9208;130
112;29/10/2020;6076;130
134;29/10/2020;6088;130
116;29/11/2020;4355;99
120;29/11/2020;7024;99
115;29/11/2020;7382;99
128;29/11/2020;6512;99
147;29/11/2020;6667;99
119;29/11/2020;3146;99
113;29/11/2020;3987;99
121;29/11/2020;3917;99
111;29/11/2020;8286;99
122;29/11/2020;5546;99
139;29/11/2020;9098;99
118;29/11/2020;4637;99
130;29/11/2020;4102;99
123;29/11/2020;4148;99
129;29/11/2020;4466;99
138;29/11/2020;5025;99
117;29/11/2020;5186;99
134;29/11/2020;7496;99
115;29/11/2020;6395;99
134;29/12/2020;7943;69
121;29/12/2020;8264;69
110;29/12/2020;7891;69
112;29/12/2020;8579;69
108;29/12/2020;5040;69
119;29/12/2020;3307;69
139;29/12/2020;9675;69
113;29/12/2020;3838;69
110;29/12/2020;7448;69
119;29/09/2020;5416;160
120;29/09/2020;8859;160
119;29/09/2020;6280;160
128;29/09/2020;4361;160
123;29/09/2020;8542;160
124;29/09/2020;6843;160
113;29/09/2020;7347;160
108;29/09/2020;4081;160
112;29/09/2020;5886;160
117;29/09/2020;9351;160
136;29/09/2020;8297;160
133;29/09/2020;7783;160
159;29/09/2020;5469;160
107;29/09/2020;8013;160
138;29/09/2020;6055;160
143;29/09/2020;5317;160
124;29/09/2020;7194;160
119;29/09/2020;4889;160
117;29/09/2020;9480;160
128;29/09/2020;7695;160
121;29/09/2020;5756;160
128;29/09/2020;3744;160
99;29/09/2020;5760;160
141;3/01/2021;3123;64
127;3/01/2021;5217;64
127;3/01/2021;8003;64
130;3/01/2021;4058;64
123;3/01/2021;3397;64
128;3/01/2021;5383;64
143;3/10/2020;5125;156
129;3/10/2020;5935;156
107;3/10/2020;7297;156
138;3/10/2020;8860;156
125;3/10/2020;3429;156
112;3/10/2020;5318;156
127;3/10/2020;8580;156
113;3/10/2020;7652;156
129;3/10/2020;2573;156
126;3/10/2020;8362;156
143;3/10/2020;8923;156
127;3/10/2020;5367;156
118;3/10/2020;3172;156
117;3/11/2020;4170;125
134;3/11/2020;5839;125
110;3/11/2020;9093;125
138;3/11/2020;5232;125
105;3/11/2020;3438;125
122;3/11/2020;3572;125
130;3/11/2020;3732;125
108;3/11/2020;9031;125
121;3/11/2020;7114;125
117;3/11/2020;8002;125
109;3/11/2020;7851;125
98;3/11/2020;6072;125
122;3/11/2020;3768;125
109;3/12/2020;3469;95
115;3/12/2020;9643;95
126;3/12/2020;4249;95
133;3/12/2020;3770;95
156;3/12/2020;8806;95
130;3/12/2020;9435;95
154;3/12/2020;8678;95
120;3/02/2021;3376;33
152;3/02/2021;5851;33
125;3/02/2021;5113;33
129;3/02/2021;7544;33
123;3/02/2021;9861;33
136;3/02/2021;4177;33
113;3/02/2021;5718;33
130;3/02/2021;2707;33
107;3/02/2021;2945;33
138;3/02/2021;4906;33
131;3/02/2021;5142;33
111;3/02/2021;6396;33
128;3/02/2021;5387;33
129;3/02/2021;4730;33
134;3/02/2021;8130;33
136;3/03/2021;6869;5
128;3/03/2021;7094;5
112;3/03/2021;9465;5
132;3/03/2021;6549;5
125;3/03/2021;9734;5
136;3/03/2021;8327;5
106;3/03/2021;6018;5
124;3/03/2021;5952;5
126;3/03/2021;5232;5
130;3/09/2020;7983;186
120;3/09/2020;8403;186
120;3/09/2020;8635;186
131;3/09/2020;5664;186
136;3/09/2020;8664;186
136;3/09/2020;3592;186
132;3/09/2020;5855;186
115;3/09/2020;2978;186
127;30/01/2021;3836;37
126;30/01/2021;6836;37
158;30/01/2021;7454;37
117;30/01/2021;7704;37
108;30/01/2021;4384;37
112;30/01/2021;3127;37
106;30/01/2021;3041;37
123;30/01/2021;5069;37
137;30/01/2021;7003;37
137;30/01/2021;7597;37
123;30/01/2021;9867;37
107;30/01/2021;9841;37
130;30/01/2021;5533;37
144;30/01/2021;6697;37
124;30/01/2021;5710;37
130;30/10/2020;6441;129
125;30/10/2020;8832;129
146;30/10/2020;8667;129
132;30/10/2020;7235;129
139;30/10/2020;8609;129
121;30/10/2020;7529;129
125;30/10/2020;7217;129
152;30/10/2020;8415;129
102;30/10/2020;6331;129
128;30/10/2020;4224;129
126;30/10/2020;3857;129
116;30/10/2020;5737;129
132;30/10/2020;8494;129
123;30/10/2020;7541;129
110;30/10/2020;6473;129
133;30/11/2020;6129;98
100;30/11/2020;4843;98
128;30/11/2020;7243;98
141;30/11/2020;6473;98
119;30/11/2020;9294;98
124;30/11/2020;6723;98
122;30/11/2020;8709;98
125;30/11/2020;7681;98
120;30/11/2020;4129;98
140;30/11/2020;5029;98
105;30/11/2020;3804;98
132;30/11/2020;8237;98
131;30/11/2020;4550;98
123;30/11/2020;5555;98
133;30/11/2020;8996;98
129;30/11/2020;5133;98
124;30/11/2020;6809;98
116;30/11/2020;5272;98
128;30/11/2020;4711;98
129;30/11/2020;9546;98
114;30/11/2020;9476;98
117;30/11/2020;4202;98
123;30/11/2020;5159;98
129;30/12/2020;5814;68
131;30/12/2020;7117;68
125;30/12/2020;3651;68
141;30/12/2020;6456;68
129;30/12/2020;8742;68
128;30/12/2020;7742;68
133;30/12/2020;4921;68
112;30/12/2020;3521;68
118;30/12/2020;3133;68
109;30/12/2020;2620;68
142;30/12/2020;4726;68
153;30/12/2020;8439;68
135;30/12/2020;6800;68
131;30/12/2020;9368;68
114;30/12/2020;4690;68
133;30/12/2020;3090;68
122;30/12/2020;4663;68
117;30/12/2020;7999;68
136;30/12/2020;8752;68
126;30/12/2020;8252;68
152;30/09/2020;2774;159
107;30/09/2020;6918;159
129;30/09/2020;8705;159
137;30/09/2020;3551;159
119;30/09/2020;3663;159
127;30/09/2020;3470;159
108;30/09/2020;3707;159
111;30/09/2020;3511;159
115;30/09/2020;6277;159
120;30/09/2020;8535;159
152;30/09/2020;4336;159
122;30/09/2020;6881;159
119;30/09/2020;3247;159
123;30/09/2020;9284;159
138;30/09/2020;4386;159
126;30/09/2020;8553;159
126;30/09/2020;7151;159
125;30/09/2020;6636;159
133;30/09/2020;6861;159
135;30/09/2020;3960;159
128;30/09/2020;5305;159
141;30/09/2020;6529;159
126;30/09/2020;6852;159
