Id_cliente;FECHA EFECTIVA;Id_tx;DIAS COMPRA ;codigo unico
128;5/03/2021;7472;3;1818
102;26/09/2020;7458;163;1819
115;20/12/2020;7454;78;1820
158;30/01/2021;7454;37;1821
143;6/01/2021;7454;61;1822
114;16/09/2020;7452;173;1823
110;29/12/2020;7448;69;1824
124;5/02/2021;7445;31;1825
113;21/10/2020;7444;138;1826
112;8/09/2020;7442;181;1827
121;13/01/2021;7440;54;1828
122;19/01/2021;7436;48;1829
136;6/01/2021;7435;61;1830
135;29/10/2020;7431;130;1831
130;20/11/2020;7429;108;1832
128;13/01/2021;7420;54;1833
121;28/02/2021;7413;8;1834
142;17/10/2020;7407;142;1835
141;1/02/2021;7402;35;1836
117;20/11/2020;7395;108;1837
117;6/12/2020;7389;92;1838
139;26/02/2021;7386;10;1839
129;8/03/2021;7385;0;1840
115;29/11/2020;7382;99;1841
143;12/12/2020;7381;86;1842
139;23/12/2020;7376;75;1843
139;10/10/2020;7368;149;1844
130;20/09/2020;7366;169;1845
136;16/10/2020;7365;143;1846
136;16/12/2020;7358;82;1847
123;13/02/2021;7355;23;1848
125;5/12/2020;7355;93;1849
128;4/02/2021;7350;32;1850
107;1/01/2021;7349;66;1851
113;29/09/2020;7347;160;1852
107;14/11/2020;7346;114;1853
127;12/10/2020;7341;147;1854
137;14/12/2020;7336;84;1855
117;26/09/2020;7332;163;1856
119;28/12/2020;7330;70;1857
135;14/11/2020;7328;114;1858
145;25/11/2020;7328;103;1859
123;2/12/2020;7320;96;1860
141;22/02/2021;7317;14;1861
124;21/11/2020;7307;107;1862
120;8/11/2020;7307;120;1863
124;27/12/2020;7304;71;1864
124;7/10/2020;7300;152;1865
107;3/10/2020;7297;156;1866
113;15/12/2020;7285;83;1867
131;8/12/2020;7284;90;1868
133;4/10/2020;7282;155;1869
140;17/10/2020;7281;142;1870
130;12/09/2020;7279;177;1871
118;26/12/2020;7277;72;1872
140;10/10/2020;7269;149;1873
130;1/11/2020;7266;127;1874
108;24/02/2021;7258;12;1875
127;22/01/2021;7257;45;1876
135;6/12/2020;7248;92;1877
134;16/09/2020;7246;173;1878
135;25/09/2020;7244;164;1879
128;30/11/2020;7243;98;1880
129;27/12/2020;7241;71;1881
127;15/09/2020;7239;174;1882
132;30/10/2020;7235;129;1883
119;28/10/2020;7228;131;1884
128;21/01/2021;7225;46;1885
117;4/10/2020;7222;155;1886
130;21/10/2020;7218;138;1887
125;30/10/2020;7217;129;1888
124;28/10/2020;7214;131;1889
139;25/11/2020;7213;103;1890
131;15/01/2021;7212;52;1891
122;1/11/2020;7211;127;1892
112;1/10/2020;7206;158;1893
126;11/10/2020;7201;148;1894
140;28/11/2020;7201;100;1895
135;12/11/2020;7199;116;1896
140;9/10/2020;7198;150;1897
128;1/11/2020;7195;127;1898
124;29/09/2020;7194;160;1899
140;2/02/2021;7189;34;1900
140;14/01/2021;7184;53;1901
119;18/10/2020;7180;141;1902
108;2/10/2020;7179;157;1903
131;8/09/2020;7178;181;1904
145;7/02/2021;7161;29;1905
138;16/01/2021;7160;51;1906
126;23/12/2020;7158;75;1907
142;7/12/2020;7156;91;1908
147;11/11/2020;7151;117;1909
126;30/09/2020;7151;159;1910
122;18/02/2021;7146;18;1911
110;14/09/2020;7144;175;1912
134;19/01/2021;7144;48;1913
113;2/03/2021;7131;6;1914
142;13/12/2020;7129;85;1915
135;16/02/2021;7125;20;1916
131;18/01/2021;7123;49;1917
126;8/10/2020;7121;151;1918
134;13/02/2021;7120;23;1919
126;13/10/2020;7118;146;1920
128;27/11/2020;7117;101;1921
131;30/12/2020;7117;68;1922
121;3/11/2020;7114;125;1923
144;31/10/2020;7113;128;1924
145;8/11/2020;7109;120;1925
128;3/03/2021;7094;5;1926
124;17/10/2020;7093;142;1927
123;18/12/2020;7079;80;1928
130;22/01/2021;7076;45;1929
127;20/12/2020;7065;78;1930
132;19/12/2020;7061;79;1931
113;27/11/2020;7056;101;1932
122;24/02/2021;7048;12;1933
121;1/12/2020;7046;97;1934
113;28/11/2020;7046;100;1935
134;9/11/2020;7044;119;1936
125;10/12/2020;7042;88;1937
144;28/01/2021;7042;39;1938
117;4/10/2020;7039;155;1939
136;13/12/2020;7036;85;1940
147;15/01/2021;7036;52;1941
113;18/11/2020;7034;110;1942
123;31/01/2021;7031;36;1943
147;10/11/2020;7030;118;1944
133;16/12/2020;7027;82;1945
122;16/09/2020;7026;173;1946
120;29/11/2020;7024;99;1947
120;7/01/2021;7024;60;1948
141;29/01/2021;7013;38;1949
142;15/12/2020;7012;83;1950
133;24/12/2020;7003;74;1951
137;30/01/2021;7003;37;1952
118;25/02/2021;6998;11;1953
130;27/12/2020;6998;71;1954
113;25/11/2020;6991;103;1955
128;24/01/2021;6988;43;1956
113;5/02/2021;6988;31;1957
117;25/02/2021;6982;11;1958
132;18/09/2020;6981;171;1959
135;23/02/2021;6979;13;1960
124;19/01/2021;6977;48;1961
139;15/11/2020;6972;113;1962
124;15/09/2020;6972;174;1963
99;27/02/2021;6969;9;1964
133;31/01/2021;6966;36;1965
115;2/10/2020;6965;157;1966
130;28/11/2020;6959;100;1967
125;7/10/2020;6957;152;1968
119;22/12/2020;6956;76;1969
141;18/01/2021;6953;49;1970
123;10/09/2020;6951;179;1971
131;8/11/2020;6951;120;1972
103;18/01/2021;6945;49;1973
113;28/11/2020;6945;100;1974
127;4/11/2020;6932;124;1975
128;2/09/2020;6928;187;1976
112;28/02/2021;6927;8;1977
134;16/02/2021;6923;20;1978
130;8/12/2020;6923;90;1979
131;16/02/2021;6920;20;1980
123;27/02/2021;6920;9;1981
107;30/09/2020;6918;159;1982
119;19/11/2020;6915;109;1983
125;17/10/2020;6913;142;1984
154;5/12/2020;6906;93;1985
141;12/12/2020;6902;86;1986
135;1/09/2020;6894;188;1987
114;22/12/2020;6890;76;1988
123;4/12/2020;6886;94;1989
122;30/09/2020;6881;159;1990
128;16/11/2020;6879;112;1991
125;16/12/2020;6876;82;1992
125;20/09/2020;6875;169;1993
121;11/02/2021;6871;25;1994
126;21/02/2021;6870;15;1995
136;3/03/2021;6869;5;1996
139;21/12/2020;6867;77;1997
139;16/01/2021;6865;51;1998
126;29/01/2021;6862;38;1999
133;30/09/2020;6861;159;2000
130;15/01/2021;6858;52;2001
119;7/10/2020;6857;152;2002
117;7/12/2020;6854;91;2003
126;30/09/2020;6852;159;2004
128;6/10/2020;6849;153;2005
116;15/10/2020;6847;144;2006
147;19/02/2021;6847;17;2007
124;29/09/2020;6843;160;2008
124;26/10/2020;6838;133;2009
126;30/01/2021;6836;37;2010
127;10/12/2020;6829;88;2011
127;2/11/2020;6828;126;2012
127;31/12/2020;6827;67;2013
123;19/09/2020;6826;170;2014
143;10/09/2020;6825;179;2015
135;9/09/2020;6821;180;2016
126;20/12/2020;6817;78;2017
118;20/11/2020;6815;108;2018
116;2/12/2020;6810;96;2019
145;9/01/2021;6810;58;2020
124;30/11/2020;6809;98;2021
140;20/01/2021;6808;47;2022
118;6/01/2021;6806;61;2023
130;6/02/2021;6805;30;2024
135;26/09/2020;6803;163;2025
129;2/11/2020;6801;126;2026
135;30/12/2020;6800;68;2027
125;5/12/2020;6799;93;2028
107;20/01/2021;6793;47;2029
138;31/12/2020;6791;67;2030
133;20/02/2021;6790;16;2031
145;4/11/2020;6788;124;2032
138;11/09/2020;6782;178;2033
130;17/11/2020;6778;111;2034
132;17/09/2020;6778;172;2035
121;5/11/2020;6772;123;2036
116;19/10/2020;6771;140;2037
122;26/01/2021;6764;41;2038
127;26/02/2021;6757;10;2039
123;14/02/2021;6755;22;2040
138;6/01/2021;6749;61;2041
110;26/10/2020;6748;133;2042
126;20/09/2020;6741;169;2043
133;18/12/2020;6738;80;2044
125;21/12/2020;6738;77;2045
125;23/12/2020;6736;75;2046
124;15/12/2020;6735;83;2047
153;5/11/2020;6732;123;2048
117;22/10/2020;6726;137;2049
126;4/12/2020;6726;94;2050
124;30/11/2020;6723;98;2051
124;4/10/2020;6718;155;2052
135;10/12/2020;6715;88;2053
120;22/09/2020;6710;167;2054
129;18/11/2020;6699;110;2055
144;30/01/2021;6697;37;2056
137;17/12/2020;6695;81;2057
135;23/12/2020;6691;75;2058
116;1/09/2020;6690;188;2059
141;26/01/2021;6690;41;2060
128;18/02/2021;6689;18;2061
123;13/02/2021;6688;23;2062
118;5/11/2020;6688;123;2063
129;14/12/2020;6687;84;2064
118;26/02/2021;6685;10;2065
122;20/02/2021;6684;16;2066
129;26/12/2020;6683;72;2067
147;20/01/2021;6680;47;2068
130;20/02/2021;6677;16;2069
136;13/12/2020;6674;85;2070
129;17/01/2021;6674;50;2071
114;7/12/2020;6668;91;2072
147;29/11/2020;6667;99;2073
135;28/02/2021;6666;8;2074
137;7/11/2020;6662;121;2075
133;16/10/2020;6657;143;2076
117;4/01/2021;6657;63;2077
110;10/11/2020;6642;118;2078
130;6/10/2020;6641;153;2079
122;24/02/2021;6640;12;2080
124;8/01/2021;6640;59;2081
124;20/11/2020;6638;108;2082
125;30/09/2020;6636;159;2083
120;5/12/2020;6634;93;2084
121;25/11/2020;6633;103;2085
129;19/09/2020;6630;170;2086
116;21/11/2020;6630;107;2087
123;16/09/2020;6621;173;2088
115;19/12/2020;6617;79;2089
146;25/02/2021;6614;11;2090
129;2/09/2020;6612;187;2091
136;6/03/2021;6612;2;2092
118;20/02/2021;6610;16;2093
129;12/11/2020;6609;116;2094
146;23/10/2020;6605;136;2095
133;12/09/2020;6595;177;2096
119;22/10/2020;6586;137;2097
112;27/11/2020;6586;101;2098
117;26/02/2021;6583;10;2099
110;4/01/2021;6576;63;2100
125;9/11/2020;6576;119;2101
122;6/10/2020;6575;153;2102
141;8/11/2020;6567;120;2103
130;22/12/2020;6563;76;2104
104;1/10/2020;6560;158;2105
126;17/10/2020;6559;142;2106
138;5/01/2021;6556;62;2107
103;15/12/2020;6554;83;2108
103;19/02/2021;6550;17;2109
132;3/03/2021;6549;5;2110
119;6/12/2020;6548;92;2111
107;2/01/2021;6534;65;2112
125;8/12/2020;6533;90;2113
127;20/11/2020;6530;108;2114
141;30/09/2020;6529;159;2115
132;14/09/2020;6526;175;2116
141;21/02/2021;6526;15;2117
126;18/10/2020;6523;141;2118
142;7/11/2020;6519;121;2119
140;15/09/2020;6518;174;2120
128;5/09/2020;6518;184;2121
112;22/11/2020;6513;106;2122
128;29/11/2020;6512;99;2123
122;17/10/2020;6509;142;2124
120;27/02/2021;6508;9;2125
121;27/01/2021;6497;40;2126
137;13/10/2020;6495;146;2127
133;22/01/2021;6493;45;2128
122;26/02/2021;6493;10;2129
116;18/09/2020;6484;171;2130
126;22/01/2021;6483;45;2131
117;26/01/2021;6483;41;2132
137;25/10/2020;6482;134;2133
122;5/01/2021;6482;62;2134
117;12/12/2020;6481;86;2135
115;2/12/2020;6474;96;2136
119;20/01/2021;6473;47;2137
110;30/10/2020;6473;129;2138
141;30/11/2020;6473;98;2139
136;15/09/2020;6468;174;2140
114;9/12/2020;6466;89;2141
123;10/12/2020;6464;88;2142
105;2/12/2020;6462;96;2143
115;22/12/2020;6456;76;2144
141;30/12/2020;6456;68;2145
131;27/02/2021;6452;9;2146
124;10/10/2020;6448;149;2147
128;12/12/2020;6444;86;2148
130;30/10/2020;6441;129;2149
140;2/12/2020;6437;96;2150
129;9/02/2021;6431;27;2151
118;5/11/2020;6427;123;2152
130;19/10/2020;6421;140;2153
147;1/10/2020;6415;158;2154
125;18/09/2020;6410;171;2155
124;8/10/2020;6410;151;2156
127;20/10/2020;6407;139;2157
119;25/02/2021;6406;11;2158
130;4/12/2020;6405;94;2159
117;24/11/2020;6404;104;2160
122;23/12/2020;6400;75;2161
116;4/12/2020;6398;94;2162
111;3/02/2021;6396;33;2163
125;23/12/2020;6395;75;2164
115;29/11/2020;6395;99;2165
104;10/01/2021;6393;57;2166
144;6/10/2020;6393;153;2167
126;14/09/2020;6389;175;2168
143;1/09/2020;6388;188;2169
135;10/11/2020;6385;118;2170
127;8/11/2020;6384;120;2171
127;2/03/2021;6380;6;2172
121;4/09/2020;6378;185;2173
152;11/02/2021;6377;25;2174
125;11/12/2020;6369;87;2175
119;14/10/2020;6369;145;2176
138;12/10/2020;6358;147;2177
127;27/12/2020;6357;71;2178
128;13/11/2020;6351;115;2179
133;4/03/2021;6351;4;2180
114;13/09/2020;6345;176;2181
154;9/01/2021;6340;58;2182
111;12/11/2020;6333;116;2183
116;29/01/2021;6332;38;2184
129;22/12/2020;6331;76;2185
137;28/01/2021;6331;39;2186
102;30/10/2020;6331;129;2187
144;28/02/2021;6330;8;2188
115;28/12/2020;6322;70;2189
132;8/12/2020;6322;90;2190
156;1/11/2020;6321;127;2191
123;15/01/2021;6321;52;2192
128;11/12/2020;6316;87;2193
112;22/01/2021;6312;45;2194
129;27/02/2021;6309;9;2195
136;4/01/2021;6301;63;2196
137;24/09/2020;6294;165;2197
140;23/02/2021;6293;13;2198
133;22/12/2020;6291;76;2199
149;10/02/2021;6288;26;2200
121;13/11/2020;6287;115;2201
118;4/01/2021;6286;63;2202
122;18/02/2021;6285;18;2203
113;4/03/2021;6283;4;2204
117;23/09/2020;6282;166;2205
119;29/09/2020;6280;160;2206
111;5/11/2020;6279;123;2207
115;30/09/2020;6277;159;2208
128;14/11/2020;6276;114;2209
123;21/12/2020;6276;77;2210
133;24/12/2020;6276;74;2211
118;26/12/2020;6276;72;2212
157;6/02/2021;6273;30;2213
132;11/01/2021;6269;56;2214
110;13/12/2020;6266;85;2215
123;10/11/2020;6256;118;2216
144;13/10/2020;6254;146;2217
124;1/12/2020;6247;97;2218
127;4/09/2020;6247;185;2219
119;15/01/2021;6235;52;2220
97;5/11/2020;6229;123;2221
122;17/09/2020;6223;172;2222
123;23/02/2021;6220;13;2223
123;5/12/2020;6215;93;2224
135;15/10/2020;6214;144;2225
121;10/11/2020;6210;118;2226
129;17/10/2020;6207;142;2227
122;2/11/2020;6207;126;2228
134;28/02/2021;6203;8;2229
121;9/10/2020;6201;150;2230
122;2/09/2020;6197;187;2231
137;19/12/2020;6193;79;2232
103;17/01/2021;6191;50;2233
121;21/09/2020;6190;168;2234
124;6/09/2020;6188;183;2235
133;6/12/2020;6182;92;2236
133;6/01/2021;6178;61;2237
126;2/02/2021;6167;34;2238
135;15/10/2020;6166;144;2239
133;5/09/2020;6161;184;2240
116;10/10/2020;6160;149;2241
115;14/01/2021;6160;53;2242
140;1/02/2021;6152;35;2243
122;23/10/2020;6150;136;2244
136;11/09/2020;6147;178;2245
127;12/02/2021;6144;24;2246
136;9/10/2020;6143;150;2247
117;13/01/2021;6141;54;2248
118;2/12/2020;6141;96;2249
132;28/09/2020;6139;161;2250
138;9/09/2020;6139;180;2251
120;11/10/2020;6137;148;2252
136;24/02/2021;6135;12;2253
116;4/09/2020;6133;185;2254
127;14/11/2020;6132;114;2255
133;30/11/2020;6129;98;2256
125;27/10/2020;6126;132;2257
111;25/02/2021;6120;11;2258
113;12/11/2020;6118;116;2259
122;18/09/2020;6118;171;2260
136;22/09/2020;6117;167;2261
128;9/10/2020;6113;150;2262
106;6/11/2020;6112;122;2263
120;26/12/2020;6110;72;2264
113;26/09/2020;6110;163;2265
139;29/10/2020;6108;130;2266
129;4/11/2020;6096;124;2267
135;2/03/2021;6089;6;2268
134;29/10/2020;6088;130;2269
122;10/11/2020;6083;118;2270
112;29/10/2020;6076;130;2271
136;14/10/2020;6074;145;2272
98;3/11/2020;6072;125;2273
132;14/11/2020;6071;114;2274
139;26/01/2021;6071;41;2275
140;1/10/2020;6066;158;2276
134;27/01/2021;6063;40;2277
151;23/11/2020;6059;105;2278
125;7/01/2021;6058;60;2279
121;26/10/2020;6057;133;2280
138;29/09/2020;6055;160;2281
118;9/12/2020;6055;89;2282
120;11/11/2020;6054;117;2283
108;16/09/2020;6049;173;2284
134;4/01/2021;6046;63;2285
127;4/02/2021;6046;32;2286
130;20/02/2021;6041;16;2287
143;27/11/2020;6037;101;2288
122;19/01/2021;6027;48;2289
147;21/11/2020;6025;107;2290
119;11/11/2020;6022;117;2291
142;21/02/2021;6022;15;2292
106;3/03/2021;6018;5;2293
129;24/10/2020;6017;135;2294
132;28/12/2020;6014;70;2295
129;7/09/2020;6014;182;2296
118;1/02/2021;6012;35;2297
118;15/01/2021;6005;52;2298
126;18/02/2021;6004;18;2299
116;16/10/2020;5998;143;2300
130;13/09/2020;5994;176;2301
124;16/10/2020;5994;143;2302
121;8/10/2020;5994;151;2303
129;13/01/2021;5974;54;2304
106;2/03/2021;5974;6;2305
121;2/02/2021;5973;34;2306
127;8/02/2021;5971;28;2307
122;18/10/2020;5966;141;2308
131;25/09/2020;5956;164;2309
124;3/03/2021;5952;5;2310
118;6/11/2020;5950;122;2311
132;19/12/2020;5949;79;2312
131;6/12/2020;5948;92;2313
129;17/09/2020;5943;172;2314
99;7/01/2021;5939;60;2315
112;25/02/2021;5938;11;2316
122;27/01/2021;5938;40;2317
129;3/10/2020;5935;156;2318
144;17/02/2021;5932;19;2319
117;20/09/2020;5929;169;2320
130;15/01/2021;5928;52;2321
106;18/01/2021;5915;49;2322
144;19/09/2020;5915;170;2323
130;19/01/2021;5914;48;2324
132;28/12/2020;5909;70;2325
122;12/12/2020;5906;86;2326
130;21/01/2021;5904;46;2327
121;15/02/2021;5901;21;2328
125;21/02/2021;5894;15;2329
147;25/09/2020;5891;164;2330
110;6/02/2021;5887;30;2331
112;29/09/2020;5886;160;2332
129;20/11/2020;5879;108;2333
121;5/09/2020;5873;184;2334
140;26/10/2020;5871;133;2335
94;28/01/2021;5863;39;2336
127;24/10/2020;5855;135;2337
129;28/10/2020;5855;131;2338
132;3/09/2020;5855;186;2339
134;24/10/2020;5854;135;2340
117;21/11/2020;5852;107;2341
147;28/11/2020;5851;100;2342
152;3/02/2021;5851;33;2343
124;27/12/2020;5849;71;2344
124;8/01/2021;5849;59;2345
132;10/12/2020;5848;88;2346
116;20/12/2020;5848;78;2347
137;10/09/2020;5846;179;2348
112;16/10/2020;5841;143;2349
132;2/10/2020;5841;157;2350
134;3/11/2020;5839;125;2351
105;18/11/2020;5834;110;2352
114;28/09/2020;5834;161;2353
143;7/11/2020;5833;121;2354
142;9/12/2020;5833;89;2355
134;18/10/2020;5830;141;2356
105;8/09/2020;5830;181;2357
134;10/01/2021;5828;57;2358
115;31/10/2020;5828;128;2359
124;9/11/2020;5827;119;2360
134;27/11/2020;5818;101;2361
129;30/12/2020;5814;68;2362
142;26/11/2020;5811;102;2363
124;27/02/2021;5810;9;2364
126;20/01/2021;5806;47;2365
111;15/10/2020;5805;144;2366
126;25/12/2020;5802;73;2367
126;23/02/2021;5801;13;2368
105;21/12/2020;5796;77;2369
118;10/11/2020;5794;118;2370
102;19/11/2020;5794;109;2371
125;14/12/2020;5787;84;2372
108;17/09/2020;5787;172;2373
118;25/02/2021;5786;11;2374
127;13/11/2020;5782;115;2375
124;29/01/2021;5778;38;2376
116;5/03/2021;5777;3;2377
120;25/10/2020;5775;134;2378
120;31/01/2021;5774;36;2379
125;27/11/2020;5770;101;2380
136;17/01/2021;5762;50;2381
125;2/03/2021;5761;6;2382
120;21/09/2020;5761;168;2383
99;29/09/2020;5760;160;2384
130;12/12/2020;5759;86;2385
108;10/09/2020;5756;179;2386
121;29/09/2020;5756;160;2387
129;8/02/2021;5751;28;2388
140;22/09/2020;5745;167;2389
139;11/11/2020;5739;117;2390
119;20/10/2020;5738;139;2391
116;30/10/2020;5737;129;2392
108;15/01/2021;5734;52;2393
135;23/12/2020;5731;75;2394
127;23/12/2020;5730;75;2395
112;29/01/2021;5726;38;2396
129;5/02/2021;5726;31;2397
119;15/12/2020;5723;83;2398
141;18/02/2021;5723;18;2399
113;3/02/2021;5718;33;2400
126;6/11/2020;5715;122;2401
113;25/11/2020;5714;103;2402
124;30/01/2021;5710;37;2403
128;26/02/2021;5709;10;2404
132;16/02/2021;5705;20;2405
120;23/02/2021;5696;13;2406
113;5/01/2021;5696;62;2407
141;29/01/2021;5695;38;2408
129;2/12/2020;5685;96;2409
109;24/10/2020;5684;135;2410
108;16/02/2021;5683;20;2411
115;22/11/2020;5680;106;2412
108;21/09/2020;5672;168;2413
124;15/01/2021;5669;52;2414
130;15/10/2020;5669;144;2415
122;19/12/2020;5669;79;2416
123;12/12/2020;5665;86;2417
131;3/09/2020;5664;186;2418
144;27/11/2020;5663;101;2419
114;6/01/2021;5652;61;2420
138;21/11/2020;5648;107;2421
132;25/10/2020;5648;134;2422
125;31/01/2021;5646;36;2423
140;6/03/2021;5646;2;2424
131;31/01/2021;5644;36;2425
148;23/12/2020;5638;75;2426
110;20/11/2020;5628;108;2427
122;1/10/2020;5625;158;2428
114;23/12/2020;5623;75;2429
125;26/11/2020;5623;102;2430
123;18/01/2021;5620;49;2431
111;18/09/2020;5606;171;2432
131;28/12/2020;5606;70;2433
134;6/02/2021;5605;30;2434
113;11/12/2020;5603;87;2435
127;23/02/2021;5603;13;2436
141;27/11/2020;5601;101;2437
117;9/11/2020;5595;119;2438
119;9/12/2020;5590;89;2439
120;24/02/2021;5584;12;2440
134;22/12/2020;5576;76;2441
115;26/09/2020;5575;163;2442
135;27/11/2020;5572;101;2443
133;21/11/2020;5569;107;2444
135;11/09/2020;5565;178;2445
123;26/02/2021;5564;10;2446
129;17/12/2020;5563;81;2447
115;1/11/2020;5562;127;2448
143;10/09/2020;5562;179;2449
124;12/01/2021;5562;55;2450
123;30/11/2020;5555;98;2451
138;23/12/2020;5554;75;2452
131;15/11/2020;5547;113;2453
122;29/11/2020;5546;99;2454
94;15/12/2020;5543;83;2455
123;27/11/2020;5538;101;2456
130;30/01/2021;5533;37;2457
145;2/02/2021;5530;34;2458
141;28/02/2021;5529;8;2459
114;17/10/2020;5528;142;2460
123;12/12/2020;5523;86;2461
106;24/02/2021;5523;12;2462
122;16/12/2020;5519;82;2463
136;15/12/2020;5514;83;2464
113;24/10/2020;5511;135;2465
133;9/01/2021;5504;58;2466
126;27/01/2021;5497;40;2467
130;1/03/2021;5496;7;2468
127;27/01/2021;5492;40;2469
130;11/12/2020;5489;87;2470
105;12/11/2020;5489;116;2471
117;16/12/2020;5484;82;2472
124;21/11/2020;5483;107;2473
114;21/11/2020;5479;107;2474
122;4/09/2020;5479;185;2475
159;29/09/2020;5469;160;2476
137;29/01/2021;5466;38;2477
106;12/11/2020;5465;116;2478
131;8/02/2021;5464;28;2479
127;1/11/2020;5456;127;2480
115;7/10/2020;5456;152;2481
132;2/10/2020;5454;157;2482
123;13/02/2021;5451;23;2483
120;10/12/2020;5449;88;2484
135;25/02/2021;5446;11;2485
121;5/09/2020;5444;184;2486
134;15/12/2020;5434;83;2487
131;6/09/2020;5430;183;2488
118;18/11/2020;5428;110;2489
125;14/10/2020;5422;145;2490
132;4/12/2020;5419;94;2491
119;29/09/2020;5416;160;2492
144;4/09/2020;5415;185;2493
127;11/01/2021;5413;56;2494
140;25/02/2021;5412;11;2495
116;1/12/2020;5411;97;2496
129;2/01/2021;5404;65;2497
112;9/10/2020;5404;150;2498
121;27/11/2020;5403;101;2499
113;18/09/2020;5396;171;2500
135;28/11/2020;5388;100;2501
128;3/02/2021;5387;33;2502
118;26/10/2020;5385;133;2503
128;3/01/2021;5383;64;2504
131;13/09/2020;5380;176;2505
127;1/03/2021;5377;7;2506
114;24/12/2020;5377;74;2507
125;23/09/2020;5375;166;2508
128;8/02/2021;5371;28;2509
127;3/10/2020;5367;156;2510
128;12/11/2020;5366;116;2511
114;19/12/2020;5366;79;2512
114;2/01/2021;5356;65;2513
102;1/11/2020;5353;127;2514
125;31/01/2021;5351;36;2515
140;21/11/2020;5346;107;2516
118;26/12/2020;5346;72;2517
109;27/11/2020;5338;101;2518
127;6/01/2021;5334;61;2519
105;18/12/2020;5326;80;2520
143;7/12/2020;5323;91;2521
112;3/10/2020;5318;156;2522
143;29/09/2020;5317;160;2523
107;27/10/2020;5311;132;2524
132;17/09/2020;5309;172;2525
140;1/02/2021;5308;35;2526
141;4/02/2021;5308;32;2527
124;5/11/2020;5306;123;2528
125;11/12/2020;5305;87;2529
128;30/09/2020;5305;159;2530
116;4/11/2020;5304;124;2531
102;13/12/2020;5301;85;2532
126;5/02/2021;5291;31;2533
137;1/01/2021;5287;66;2534
118;13/10/2020;5282;146;2535
135;4/11/2020;5280;124;2536
123;25/02/2021;5278;11;2537
123;26/11/2020;5275;102;2538
144;7/03/2021;5274;1;2539
119;31/10/2020;5273;128;2540
136;7/12/2020;5273;91;2541
116;30/11/2020;5272;98;2542
118;21/01/2021;5268;46;2543
129;19/01/2021;5267;48;2544
131;17/10/2020;5266;142;2545
118;19/11/2020;5264;109;2546
139;21/02/2021;5263;15;2547
126;17/11/2020;5260;111;2548
128;16/02/2021;5259;20;2549
135;9/01/2021;5259;58;2550
139;19/10/2020;5254;140;2551
109;25/10/2020;5248;134;2552
116;25/02/2021;5247;11;2553
112;31/01/2021;5247;36;2554
135;13/02/2021;5246;23;2555
132;14/02/2021;5246;22;2556
126;29/01/2021;5245;38;2557
120;10/09/2020;5242;179;2558
137;1/12/2020;5241;97;2559
122;10/02/2021;5234;26;2560
138;3/11/2020;5232;125;2561
126;3/03/2021;5232;5;2562
126;21/12/2020;5230;77;2563
114;21/10/2020;5228;138;2564
122;13/10/2020;5227;146;2565
121;9/11/2020;5226;119;2566
106;11/09/2020;5220;178;2567
127;3/01/2021;5217;64;2568
132;9/10/2020;5217;150;2569
120;5/12/2020;5208;93;2570
133;11/09/2020;5206;178;2571
117;16/02/2021;5206;20;2572
134;5/11/2020;5204;123;2573
140;12/12/2020;5201;86;2574
119;25/11/2020;5193;103;2575
138;1/10/2020;5192;158;2576
133;18/12/2020;5192;80;2577
138;6/03/2021;5191;2;2578
137;1/02/2021;5190;35;2579
117;29/11/2020;5186;99;2580
126;4/02/2021;5183;32;2581
104;31/12/2020;5180;67;2582
114;21/10/2020;5179;138;2583
135;17/01/2021;5176;50;2584
128;28/02/2021;5175;8;2585
103;5/12/2020;5173;93;2586
127;24/10/2020;5168;135;2587
127;8/01/2021;5168;59;2588
140;27/12/2020;5162;71;2589
123;30/11/2020;5159;98;2590
127;26/12/2020;5156;72;2591
120;18/01/2021;5153;49;2592
137;25/02/2021;5148;11;2593
140;11/11/2020;5144;117;2594
129;7/11/2020;5144;121;2595
131;3/02/2021;5142;33;2596
124;23/09/2020;5136;166;2597
137;24/11/2020;5136;104;2598
129;28/09/2020;5136;161;2599
136;13/09/2020;5134;176;2600
118;2/09/2020;5134;187;2601
127;2/01/2021;5133;65;2602
129;30/11/2020;5133;98;2603
143;3/10/2020;5125;156;2604
125;12/09/2020;5124;177;2605
116;25/02/2021;5123;11;2606
141;1/10/2020;5119;158;2607
147;20/11/2020;5119;108;2608
130;15/02/2021;5116;21;2609
126;9/10/2020;5114;150;2610
129;16/02/2021;5113;20;2611
125;3/02/2021;5113;33;2612
124;31/01/2021;5112;36;2613
129;10/11/2020;5109;118;2614
123;12/12/2020;5106;86;2615
136;16/12/2020;5105;82;2616
104;28/11/2020;5103;100;2617
132;23/10/2020;5101;136;2618
135;7/09/2020;5101;182;2619
147;20/11/2020;5100;108;2620
122;18/01/2021;5093;49;2621
137;31/10/2020;5089;128;2622
135;13/01/2021;5087;54;2623
125;24/11/2020;5087;104;2624
123;24/02/2021;5084;12;2625
125;29/10/2020;5083;130;2626
121;6/10/2020;5083;153;2627
143;10/12/2020;5077;88;2628
130;16/09/2020;5073;173;2629
132;13/09/2020;5071;176;2630
129;22/10/2020;5070;137;2631
123;30/01/2021;5069;37;2632
127;20/01/2021;5056;47;2633
108;29/12/2020;5040;69;2634
116;21/09/2020;5035;168;2635
134;19/02/2021;5031;17;2636
140;30/11/2020;5029;98;2637
134;14/11/2020;5028;114;2638
