Id_tx;clase; valor 
7858;COMPRA; $ 79.288 
7478;COMPRA; $ 163.000 
6022;AVANCE; $ 200.000 
4139;AVANCE; $ 500.000 
8062;COMPRA; $ 26.400 
7796;COMPRA; $ 1.430.947 
9465;AVANCE; $ 600.000 
3736;COMPRA; $ 3.184.294 
5696;COMPRA; $ 3.000.000 
6223;COMPRA; $ 399.500 
5603;COMPRA; $ 843.514 
9637;COMPRA; $ 43.769 
9701;COMPRA; $ 850.000 
7778;COMPRA; $ 727.944 
4074;COMPRA; $ 118.030 
6147;COMPRA; $ 537.133 
4501;COMPRA; $ 975.939 
6718;COMPRA; $ 500.000 
3247;COMPRA; $ 548.580 
6723;COMPRA; $ 457.907 
5601;COMPRA; $ 779.522 
9406;COMPRA; $ 40.142 
6554;AVANCE; $ 800.000 
8467;AVANCE; $ 200.000 
5173;AVANCE; $ 600.000 
8310;COMPRA; $ 70.000 
7607;COMPRA; $ 61.572 
2803;COMPRA; $ 174.572 
6333;AVANCE; $ 400.000 
5136;COMPRA; $ 800.000 
4097;AVANCE; $ 800.000 
7285;AVANCE; $ 800.000 
6800;COMPRA; $ 140.340 
8633;COMPRA; $ 68.600 
5116;COMPRA; $ 171.159 
4229;COMPRA; $ 13.100 
8604;COMPRA; $ 100.320 
4268;COMPRA; $ 20.600 
8021;COMPRA; $ 20.000 
3750;COMPRA; $ 187.994 
8170;COMPRA; $ 70.720 
9005;COMPRA; $ 105.646 
7125;AVANCE; $ 300.000 
6549;COMPRA; $ 48.261 
8119;COMPRA; $ 108.800 
5087;COMPRA; $ 29.350 
6605;AVANCE; $ 600.000 
7452;COMPRA; $ 32.114 
6614;COMPRA; $ 1.539.833 
5247;COMPRA; $ 110.000 
9031;COMPRA; $ 50.000 
7454;COMPRA; $ 82.440 
2824;COMPRA; $ 1.859.800 
9667;COMPRA; $ 255.564 
3185;COMPRA; $ 1.949.715 
8407;COMPRA; $ 960.672 
9715;COMPRA; $ 16.460 
6294;COMPRA; $ 193.850 
9062;COMPRA; $ 38.751 
4867;COMPRA; $ 1.148.305 
7131;AVANCE; $ 800.000 
3666;AVANCE; $ 250.000 
8049;COMPRA; $ 54.300 
8003;AVANCE; $ 600.000 
4305;COMPRA; $ 124.500 
4659;COMPRA; $ 71.540 
5584;COMPRA; $ 7.188.000 
3070;COMPRA; $ 162.127 
4354;COMPRA; $ 245.019 
9285;COMPRA; $ 540.900 
3074;COMPRA; $ 20.500 
2723;COMPRA; $ 35.000 
2685;AVANCE; $ 800.000 
9284;COMPRA; $ 202.025 
5848;AVANCE; $ 800.000 
4795;COMPRA; $ 1.208.000 
6254;COMPRA; $ 39.150 
7745;COMPRA; $ 244.115 
3660;COMPRA; $ 1.599.792 
6462;COMPRA; $ 193.296 
9363;COMPRA; $ 165.811 
2815;COMPRA; $ 459.154 
6283;COMPRA; $ 276.172 
5404;COMPRA; $ 379.900 
9425;COMPRA; $ 338.050 
4014;COMPRA; $ 68.190 
8365;COMPRA; $ 41.232 
9428;COMPRA; $ 877.803 
3253;COMPRA; $ 104.980 
3570;AVANCE; $ 600.000 
9876;COMPRA; $ 320.955 
5228;AVANCE; $ 600.000 
8902;COMPRA; $ 880.323 
7201;COMPRA; $ 218.314 
2535;COMPRA; $ 1.040.000 
5444;COMPRA; $ 37.691 
4601;COMPRA; $ 38.900 
9562;COMPRA; $ 60.000 
6680;COMPRA; $ 272.562 
2510;COMPRA; $ 317.487 
4058;COMPRA; $ 104.801 
9344;COMPRA; $ 108.374 
9168;AVANCE; $ 200.000 
5935;COMPRA; $ 124.070 
8542;COMPRA; $ 120.965 
3444;COMPRA; $ 80.950 
4659;COMPRA; $ 500.330 
9368;COMPRA; $ 35.402 
3824;AVANCE; $ 400.000 
2827;COMPRA; $ 120.900 
4535;COMPRA; $ 1.792.198 
4157;COMPRA; $ 89.800 
4746;COMPRA; $ 1.300.000 
9807;COMPRA; $ 150.000 
3397;AVANCE; $ 600.000 
8792;COMPRA; $ 260.000 
8374;COMPRA; $ 35.380 
5575;COMPRA; $ 313.461 
9124;COMPRA; $ 1.941.910 
7114;COMPRA; $ 19.900 
6843;COMPRA; $ 33.500 
5153;COMPRA; $ 98.183 
8078;COMPRA; $ 98.000 
5714;COMPRA; $ 37.000 
9356;AVANCE; $ 50.000 
9156;COMPRA; $ 951.024 
7603;COMPRA; $ 450.982 
5514;COMPRA; $ 599.520 
2847;COMPRA; $ 13.986 
7044;COMPRA; $ 39.990 
4950;COMPRA; $ 692.937 
5267;AVANCE; $ 700.000 
7347;AVANCE; $ 600.000 
9446;COMPRA; $ 1.690.000 
9737;AVANCE; $ 250.000 
7300;COMPRA; $ 483.950 
4690;COMPRA; $ 50.000 
5114;COMPRA; $ 40.700 
8231;COMPRA; $ 32.900 
4561;COMPRA; $ 243.580 
8806;COMPRA; $ 25.100 
6530;COMPRA; $ 124.724 
7953;COMPRA; $ 24.957 
8483;COMPRA; $ 74.190 
2506;COMPRA; $ 206.700 
4170;AVANCE; $ 70.000 
3483;COMPRA; $ 279.144 
9760;AVANCE; $ 100.000 
6666;COMPRA; $ 1.480.278 
6139;COMPRA; $ 1.187.609 
8918;COMPRA; $ 49.989 
6203;COMPRA; $ 126.528 
5168;COMPRA; $ 900.000 
3771;COMPRA; $ 35.850 
4437;COMPRA; $ 88.011 
8603;COMPRA; $ 33.930 
3665;COMPRA; $ 399.635 
5833;COMPRA; $ 2.479.950 
6331;COMPRA; $ 80.180 
5105;COMPRA; $ 19.900 
6710;COMPRA; $ 123.730 
8001;AVANCE; $ 100.000 
8087;COMPRA; $ 32.400 
6143;COMPRA; $ 44.900 
8974;COMPRA; $ 1.699.900 
4908;COMPRA; $ 50.870 
3471;COMPRA; $ 48.467 
7722;COMPRA; $ 1.599.200 
8471;COMPRA; $ 7.154 
4230;AVANCE; $ 600.000 
7179;COMPRA; $ 142.155 
3381;COMPRA; $ 38.900 
4081;COMPRA; $ 946.814 
5456;COMPRA; $ 26.900 
9302;COMPRA; $ 95.994 
4471;COMPRA; $ 51.100 
4108;COMPRA; $ 149.000 
9232;COMPRA; $ 38.900 
8059;AVANCE; $ 50.000 
9545;AVANCE; $ 600.000 
5226;COMPRA; $ 114.800 
2471;AVANCE; $ 150.000 
7664;COMPRA; $ 364.800 
3037;AVANCE; $ 800.000 
7858;COMPRA; $ 62.112 
8524;AVANCE; $ 200.000 
6110;AVANCE; $ 400.000 
5547;AVANCE; $ 400.000 
6345;COMPRA; $ 164.600 
3138;AVANCE; $ 125.000 
4582;AVANCE; $ 800.000 
3719;COMPRA; $ 98.750 
6576;COMPRA; $ 51.640 
3821;COMPRA; $ 37.970 
7435;COMPRA; $ 7.724 
5008;COMPRA; $ 140.800 
5504;AVANCE; $ 400.000 
6790;COMPRA; $ 40.800 
8781;COMPRA; $ 78.298 
5413;COMPRA; $ 373.900 
8029;AVANCE; $ 600.000 
8632;COMPRA; $ 7.980 
6920;COMPRA; $ 774.900 
5620;AVANCE; $ 200.000 
5664;COMPRA; $ 464.146 
6161;COMPRA; $ 129.900 
5569;COMPRA; $ 88.177 
6677;COMPRA; $ 40.000 
3127;COMPRA; $ 55.000 
6726;AVANCE; $ 300.000 
5854;AVANCE; $ 200.000 
9434;COMPRA; $ 63.614 
3580;AVANCE; $ 50.000 
9729;COMPRA; $ 81.916 
8709;COMPRA; $ 38.900 
4560;COMPRA; $ 183.555 
9139;COMPRA; $ 6.000 
3363;COMPRA; $ 63.050 
8288;AVANCE; $ 200.000 
4637;COMPRA; $ 1.000.000 
9497;AVANCE; $ 800.000 
7199;AVANCE; $ 230.000 
4272;AVANCE; $ 600.000 
6483;AVANCE; $ 200.000 
9088;COMPRA; $ 119.359 
7681;COMPRA; $ 289.105 
7297;AVANCE; $ 800.000 
5886;COMPRA; $ 156.275 
7583;COMPRA; $ 128.520 
6748;AVANCE; $ 800.000 
8735;AVANCE; $ 600.000 
9217;COMPRA; $ 1.436.283 
9652;COMPRA; $ 175.000 
4355;COMPRA; $ 350.504 
4386;COMPRA; $ 233.131 
9734;COMPRA; $ 191.840 
5669;COMPRA; $ 19.745 
3586;AVANCE; $ 100.000 
5751;COMPRA; $ 791.897 
4967;COMPRA; $ 91.880 
2810;COMPRA; $ 52.802 
5246;AVANCE; $ 600.000 
8501;COMPRA; $ 66.950 
9772;COMPRA; $ 50.000 
6913;COMPRA; $ 1.371.971 
6118;COMPRA; $ 21.000 
7909;COMPRA; $ 250.000 
9617;COMPRA; $ 29.090 
8553;COMPRA; $ 295.068 
9786;COMPRA; $ 3.900 
4129;COMPRA; $ 174.995 
9396;COMPRA; $ 180.030 
6287;AVANCE; $ 800.000 
8293;AVANCE; $ 183.000 
4009;COMPRA; $ 58.794 
4692;COMPRA; $ 34.900 
6801;COMPRA; $ 215.438 
3543;COMPRA; $ 199.601 
7389;COMPRA; $ 20.800 
9827;COMPRA; $ 409.544 
4055;COMPRA; $ 74.565 
2562;COMPRA; $ 2.240.000 
5465;COMPRA; $ 483.950 
6276;COMPRA; $ 189.200 
7346;COMPRA; $ 63.000 
9035;COMPRA; $ 125.973 
4102;COMPRA; $ 44.300 
6331;COMPRA; $ 47.000 
8236;COMPRA; $ 287.888 
6074;COMPRA; $ 24.900 
9849;COMPRA; $ 65.499 
8438;COMPRA; $ 3.304.985 
3961;COMPRA; $ 388.368 
3870;COMPRA; $ 678.000 
2773;COMPRA; $ 5.499 
5366;AVANCE; $ 200.000 
3974;COMPRA; $ 130.060 
6150;COMPRA; $ 75.000 
3334;COMPRA; $ 178.104 
8415;COMPRA; $ 138.120 
7909;COMPRA; $ 111.750 
6046;COMPRA; $ 9.850 
3041;COMPRA; $ 53.171 
3845;AVANCE; $ 400.000 
4816;COMPRA; $ 960.000 
7921;COMPRA; $ 205.700 
6638;AVANCE; $ 800.000 
7761;COMPRA; $ 70.000 
9163;COMPRA; $ 34.870 
8402;COMPRA; $ 1.112.000 
8062;AVANCE; $ 300.000 
5782;AVANCE; $ 400.000 
4893;COMPRA; $ 45.600 
7336;AVANCE; $ 600.000 
5029;COMPRA; $ 55.210 
6586;COMPRA; $ 239.195 
8860;COMPRA; $ 1.649.900 
8167;AVANCE; $ 400.000 
7864;AVANCE; $ 800.000 
3804;COMPRA; $ 88.553 
4149;AVANCE; $ 600.000 
4386;COMPRA; $ 21.150 
3256;COMPRA; $ 128.674 
4502;COMPRA; $ 82.000 
9502;COMPRA; $ 292.681 
7151;AVANCE; $ 600.000 
7258;COMPRA; $ 1.851.900 
6778;AVANCE; $ 250.000 
9351;COMPRA; $ 287.350 
6247;COMPRA; $ 366.860 
6799;COMPRA; $ 49.900 
3584;COMPRA; $ 430.560 
8013;AVANCE; $ 500.000 
9333;COMPRA; $ 649.237 
9501;COMPRA; $ 140.010 
2731;COMPRA; $ 178.671 
8002;COMPRA; $ 1.223.999 
5273;COMPRA; $ 117.775 
8955;COMPRA; $ 22.030 
9482;AVANCE; $ 100.000 
4751;COMPRA; $ 100.000 
8184;COMPRA; $ 304.208 
9366;COMPRA; $ 164.789 
8878;COMPRA; $ 807.886 
4361;COMPRA; $ 226.120 
3194;COMPRA; $ 1.914.780 
6497;AVANCE; $ 200.000 
7544;COMPRA; $ 1.831.000 
6513;COMPRA; $ 49.900 
2535;AVANCE; $ 800.000 
9506;COMPRA; $ 26.900 
3842;COMPRA; $ 2.800 
9861;COMPRA; $ 216.162 
4482;COMPRA; $ 57.020 
3868;AVANCE; $ 100.000 
7307;COMPRA; $ 839.496 
5739;AVANCE; $ 800.000 
8006;COMPRA; $ 26.900 
8674;AVANCE; $ 600.000 
8375;AVANCE; $ 800.000 
4177;AVANCE; $ 100.000 
5759;COMPRA; $ 901.502 
3013;COMPRA; $ 276.391 
9717;COMPRA; $ 2.026.450 
8297;COMPRA; $ 46.111 
6481;COMPRA; $ 73.663 
7529;COMPRA; $ 66.810 
8272;COMPRA; $ 200.000 
8327;AVANCE; $ 600.000 
9655;COMPRA; $ 336.750 
4383;COMPRA; $ 77.140 
6235;COMPRA; $ 362.426 
7690;COMPRA; $ 507.600 
8134;COMPRA; $ 77.831 
4677;COMPRA; $ 70.930 
5180;COMPRA; $ 40.927 
5956;COMPRA; $ 854.940 
9469;COMPRA; $ 25.171 
3429;COMPRA; $ 138.080 
3757;AVANCE; $ 100.000 
7727;COMPRA; $ 76.401 
7027;COMPRA; $ 32.900 
8987;COMPRA; $ 168.702 
6959;COMPRA; $ 688.947 
5994;COMPRA; $ 92.015 
3189;COMPRA; $ 88.701 
7954;COMPRA; $ 248.745 
2533;AVANCE; $ 800.000 
2650;COMPRA; $ 13.800 
9265;COMPRA; $ 43.301 
3790;COMPRA; $ 658.423 
9582;COMPRA; $ 123.050 
8302;COMPRA; $ 209.101 
6025;COMPRA; $ 929.900 
3607;COMPRA; $ 1.359.932 
8264;COMPRA; $ 429.698 
7622;COMPRA; $ 155.448 
3896;COMPRA; $ 764.600 
7046;COMPRA; $ 519.486 
6351;COMPRA; $ 281.922 
8989;COMPRA; $ 1.500.000 
5069;AVANCE; $ 400.000 
8677;COMPRA; $ 6.000 
4005;COMPRA; $ 287.900 
7151;COMPRA; $ 65.522 
3747;COMPRA; $ 1.370.523 
2899;COMPRA; $ 51.862 
6865;COMPRA; $ 12.900 
3360;COMPRA; $ 49.167 
5851;COMPRA; $ 327.964 
2834;COMPRA; $ 100.000 
3606;COMPRA; $ 22.650 
2466;COMPRA; $ 495.900 
3788;AVANCE; $ 139.000 
4977;COMPRA; $ 294.968 
5718;AVANCE; $ 800.000 
6160;AVANCE; $ 150.000 
4972;COMPRA; $ 100.000 
7161;COMPRA; $ 494.910 
5511;AVANCE; $ 300.000 
3322;COMPRA; $ 268.000 
6385;COMPRA; $ 42.100 
2826;AVANCE; $ 250.000 
6509;COMPRA; $ 797.654 
3959;COMPRA; $ 737.900 
7831;COMPRA; $ 100.000 
9407;COMPRA; $ 1.690.000 
3336;AVANCE; $ 600.000 
5100;COMPRA; $ 18.384 
7144;AVANCE; $ 300.000 
6473;COMPRA; $ 49.100 
2715;COMPRA; $ 1.448.310 
5356;COMPRA; $ 2.049.800 
6322;COMPRA; $ 95.009 
7458;COMPRA; $ 86.960 
7386;COMPRA; $ 81.400 
4145;COMPRA; $ 743.148 
9149;COMPRA; $ 209.600 
7801;COMPRA; $ 55.128 
5479;COMPRA; $ 2.149.900 
6407;COMPRA; $ 99.205 
3102;COMPRA; $ 158.470 
7257;AVANCE; $ 76.000 
7764;COMPRA; $ 1.213.690 
4125;AVANCE; $ 600.000 
5268;AVANCE; $ 150.000 
7783;COMPRA; $ 66.220 
7365;COMPRA; $ 60.000 
8237;COMPRA; $ 150.433 
6421;AVANCE; $ 100.000 
7748;COMPRA; $ 2.696.879 
4710;COMPRA; $ 300.000 
4388;COMPRA; $ 237.910 
5192;COMPRA; $ 309.380 
4792;COMPRA; $ 87.780 
8628;COMPRA; $ 1.971.908 
6979;COMPRA; $ 88.060 
9235;COMPRA; $ 213.647 
8438;COMPRA; $ 128.733 
6380;COMPRA; $ 163.889 
5802;COMPRA; $ 36.675 
8300;COMPRA; $ 19.800 
7846;AVANCE; $ 300.000 
5974;COMPRA; $ 8.669 
8325;COMPRA; $ 388.838 
8468;COMPRA; $ 212.821 
3903;AVANCE; $ 300.000 
6160;COMPRA; $ 2.299.000 
9452;COMPRA; $ 163.940 
2665;COMPRA; $ 25.302 
2993;COMPRA; $ 65.900 
5904;COMPRA; $ 56.041 
8469;COMPRA; $ 139.041 
7684;COMPRA; $ 148.250 
8542;AVANCE; $ 600.000 
9286;COMPRA; $ 80.410 
4746;COMPRA; $ 278.650 
4004;COMPRA; $ 23.770 
8632;COMPRA; $ 121.389 
5774;COMPRA; $ 727.944 
4818;COMPRA; $ 146.521 
2912;COMPRA; $ 89.988 
6977;COMPRA; $ 604.000 
7954;COMPRA; $ 1.295.390 
7146;AVANCE; $ 400.000 
9462;COMPRA; $ 20.000 
5089;COMPRA; $ 306.269 
6493;COMPRA; $ 22.500 
7012;COMPRA; $ 770.000 
9461;COMPRA; $ 14.900 
7951;COMPRA; $ 145.000 
9160;COMPRA; $ 117.150 
9186;COMPRA; $ 1.376.282 
4491;COMPRA; $ 90.059 
7120;COMPRA; $ 4.296.561 
9431;COMPRA; $ 1.569.896 
9731;AVANCE; $ 600.000 
3512;COMPRA; $ 549.960 
4148;COMPRA; $ 1.549.900 
2874;COMPRA; $ 720.940 
4448;COMPRA; $ 1.713.407 
4974;COMPRA; $ 646.140 
9691;COMPRA; $ 99.800 
6821;COMPRA; $ 35.536 
8928;AVANCE; $ 800.000 
4438;COMPRA; $ 19.003 
7046;COMPRA; $ 411.407 
6483;COMPRA; $ 3.000.000 
9803;COMPRA; $ 34.280 
6266;COMPRA; $ 141.240 
2974;COMPRA; $ 20.000 
7225;COMPRA; $ 372.000 
5971;COMPRA; $ 167.870 
3789;COMPRA; $ 84.627 
3360;AVANCE; $ 400.000 
8792;COMPRA; $ 17.000 
5894;COMPRA; $ 306.318 
3090;AVANCE; $ 400.000 
6920;COMPRA; $ 639.900 
4614;COMPRA; $ 135.000 
5280;COMPRA; $ 60.000 
9571;AVANCE; $ 100.000 
6749;AVANCE; $ 800.000 
5564;COMPRA; $ 48.600 
9510;COMPRA; $ 107.920 
7891;COMPRA; $ 24.990 
8900;AVANCE; $ 200.000 
8821;COMPRA; $ 41.800 
2576;AVANCE; $ 800.000 
8043;COMPRA; $ 46.330 
2692;COMPRA; $ 147.400 
5846;COMPRA; $ 70.900 
4108;COMPRA; $ 89.965 
4621;COMPRA; $ 65.318 
4584;AVANCE; $ 400.000 
2974;COMPRA; $ 191.700 
8882;COMPRA; $ 431.664 
6894;AVANCE; $ 289.000 
8600;AVANCE; $ 50.000 
5451;COMPRA; $ 102.620 
6951;COMPRA; $ 21.800 
4489;COMPRA; $ 209.890 
5523;AVANCE; $ 400.000 
6829;COMPRA; $ 30.000 
5887;COMPRA; $ 40.412 
4149;COMPRA; $ 974.333 
6273;COMPRA; $ 129.557 
7559;COMPRA; $ 453.520 
5479;AVANCE; $ 300.000 
8947;COMPRA; $ 530.021 
3009;COMPRA; $ 50.698 
7454;COMPRA; $ 89.900 
8386;COMPRA; $ 10.000 
4550;COMPRA; $ 349.650 
7436;COMPRA; $ 3.500 
9311;AVANCE; $ 250.000 
7582;COMPRA; $ 44.420 
7765;COMPRA; $ 69.454 
4638;COMPRA; $ 74.356 
3785;COMPRA; $ 184.219 
3013;COMPRA; $ 21.084 
2636;COMPRA; $ 59.900 
4505;AVANCE; $ 400.000 
2758;AVANCE; $ 150.000 
7484;COMPRA; $ 287.900 
4320;COMPRA; $ 75.480 
6301;COMPRA; $ 151.992 
4088;COMPRA; $ 100.000 
8913;COMPRA; $ 11.300 
2886;COMPRA; $ 6.513 
6674;COMPRA; $ 50.935 
5830;COMPRA; $ 3.369.565 
4989;COMPRA; $ 769.900 
9331;AVANCE; $ 800.000 
8406;AVANCE; $ 800.000 
4336;COMPRA; $ 53.550 
9035;COMPRA; $ 156.051 
9862;AVANCE; $ 100.000 
4315;COMPRA; $ 43.951 
3839;COMPRA; $ 519.704 
5794;AVANCE; $ 300.000 
6331;COMPRA; $ 131.383 
6923;AVANCE; $ 500.000 
8664;COMPRA; $ 498.948 
7720;COMPRA; $ 113.000 
5623;COMPRA; $ 33.340 
7581;COMPRA; $ 143.200 
9594;COMPRA; $ 161.243 
7593;COMPRA; $ 250.000 
5012;COMPRA; $ 497.850 
6118;COMPRA; $ 350.000 
4065;COMPRA; $ 14.900 
5242;AVANCE; $ 300.000 
4317;COMPRA; $ 1.719.600 
4340;AVANCE; $ 800.000 
6322;COMPRA; $ 124.349 
6847;COMPRA; $ 509.700 
9294;COMPRA; $ 10.900 
9620;COMPRA; $ 65.591 
3896;COMPRA; $ 332.037 
9577;AVANCE; $ 800.000 
9099;COMPRA; $ 9.567 
6256;AVANCE; $ 800.000 
6969;COMPRA; $ 349.871 
5351;COMPRA; $ 37.740 
5301;COMPRA; $ 98.000 
4396;COMPRA; $ 312.219 
6691;AVANCE; $ 550.000 
6559;COMPRA; $ 124.360 
8680;COMPRA; $ 140.032 
2559;COMPRA; $ 100.000 
2806;AVANCE; $ 800.000 
9519;COMPRA; $ 1.272.555 
3888;AVANCE; $ 63.000 
3051;COMPRA; $ 162.600 
7048;COMPRA; $ 250.359 
5914;AVANCE; $ 800.000 
5685;COMPRA; $ 7.952.039 
4660;AVANCE; $ 600.000 
9124;COMPRA; $ 66.600 
4329;COMPRA; $ 120.900 
6642;COMPRA; $ 296.070 
7156;COMPRA; $ 160.867 
3094;COMPRA; $ 1.299.012 
9834;COMPRA; $ 1.396.127 
8459;COMPRA; $ 54.160 
8265;COMPRA; $ 24.900 
9624;AVANCE; $ 200.000 
4741;AVANCE; $ 100.000 
8070;COMPRA; $ 804.852 
5071;COMPRA; $ 47.700 
7109;COMPRA; $ 156.092 
5810;AVANCE; $ 600.000 
7985;AVANCE; $ 300.000 
3331;COMPRA; $ 198.980 
7959;COMPRA; $ 3.128.664 
6732;AVANCE; $ 800.000 
7705;COMPRA; $ 139.993 
9576;COMPRA; $ 137.124 
6998;COMPRA; $ 294.672 
3202;AVANCE; $ 800.000 
2718;AVANCE; $ 300.000 
8167;COMPRA; $ 324.440 
5318;COMPRA; $ 849.835 
7144;COMPRA; $ 1.650.100 
4070;COMPRA; $ 358.063 
9045;COMPRA; $ 70.000 
5176;AVANCE; $ 350.000 
9672;COMPRA; $ 176.000 
5805;COMPRA; $ 14.540 
2908;AVANCE; $ 100.000 
8586;COMPRA; $ 86.610 
5801;COMPRA; $ 304.169 
6220;AVANCE; $ 800.000 
6771;COMPRA; $ 95.192 
3836;COMPRA; $ 371.494 
3509;COMPRA; $ 363.527 
3549;COMPRA; $ 288.593 
5028;COMPRA; $ 71.221 
7395;COMPRA; $ 58.541 
6358;AVANCE; $ 20.000 
8177;COMPRA; $ 1.099.900 
3090;COMPRA; $ 86.900 
3419;COMPRA; $ 40.000 
5469;AVANCE; $ 800.000 
7178;AVANCE; $ 300.000 
6452;COMPRA; $ 1.799.900 
8366;COMPRA; $ 149.995 
9616;COMPRA; $ 90.656 
5134;AVANCE; $ 600.000 
7355;COMPRA; $ 80.000 
4208;COMPRA; $ 519.528 
7320;COMPRA; $ 325.776 
8001;COMPRA; $ 84.750 
8628;COMPRA; $ 109.900 
3284;COMPRA; $ 85.308 
6533;COMPRA; $ 10.414 
3525;COMPRA; $ 51.780 
8190;AVANCE; $ 400.000 
9869;AVANCE; $ 400.000 
9136;COMPRA; $ 130.000 
3053;COMPRA; $ 39.995 
2457;AVANCE; $ 80.000 
3735;AVANCE; $ 600.000 
2525;COMPRA; $ 338.989 
9769;COMPRA; $ 1.399.900 
3410;COMPRA; $ 1.328.514 
7838;COMPRA; $ 56.000 
8733;AVANCE; $ 800.000 
6282;COMPRA; $ 30.947 
4229;AVANCE; $ 200.000 
8335;COMPRA; $ 603.320 
3287;AVANCE; $ 800.000 
4884;COMPRA; $ 440.000 
7730;COMPRA; $ 2.730.252 
6112;COMPRA; $ 22.900 
8193;COMPRA; $ 75.909 
5761;COMPRA; $ 30.000 
7013;COMPRA; $ 2.800 
3087;COMPRA; $ 30.000 
9765;COMPRA; $ 102.513 
4041;AVANCE; $ 90.000 
5248;COMPRA; $ 232.409 
6519;AVANCE; $ 200.000 
2997;COMPRA; $ 133.552 
6014;COMPRA; $ 110.490 
7674;AVANCE; $ 300.000 
4864;COMPRA; $ 19.900 
6838;COMPRA; $ 21.301 
5796;COMPRA; $ 570.000 
6055;COMPRA; $ 167.600 
9713;COMPRA; $ 1.203.084 
4669;AVANCE; $ 100.000 
4305;AVANCE; $ 300.000 
5385;COMPRA; $ 154.890 
8114;COMPRA; $ 82.213 
3042;COMPRA; $ 40.166 
2612;COMPRA; $ 154.700 
2667;COMPRA; $ 141.551 
4193;COMPRA; $ 13.100 
7184;COMPRA; $ 171.270 
7572;AVANCE; $ 50.000 
3797;AVANCE; $ 800.000 
2695;COMPRA; $ 41.282 
8416;COMPRA; $ 73.694 
2968;COMPRA; $ 49.990 
4667;COMPRA; $ 75.742 
9384;AVANCE; $ 800.000 
6135;AVANCE; $ 800.000 
5523;COMPRA; $ 230.465 
7693;COMPRA; $ 300.000 
4787;COMPRA; $ 38.802 
3102;COMPRA; $ 449.750 
4739;COMPRA; $ 63.400 
6757;AVANCE; $ 600.000 
5555;AVANCE; $ 600.000 
3962;COMPRA; $ 185.539 
8284;COMPRA; $ 200.000 
4238;COMPRA; $ 15.350 
5830;COMPRA; $ 135.730 
6945;COMPRA; $ 729.270 
8026;COMPRA; $ 8.760 
8013;COMPRA; $ 58.867 
6567;COMPRA; $ 200.000 
7003;AVANCE; $ 600.000 
3126;COMPRA; $ 56.500 
5056;COMPRA; $ 55.088 
4224;COMPRA; $ 412.000 
2968;COMPRA; $ 706.750 
3857;COMPRA; $ 78.379 
3592;COMPRA; $ 873.990 
3708;COMPRA; $ 258.509 
2991;COMPRA; $ 34.000 
7851;COMPRA; $ 19.150 
5950;COMPRA; $ 195.683 
4932;AVANCE; $ 800.000 
8788;COMPRA; $ 23.250 
2783;COMPRA; $ 408.204 
9764;COMPRA; $ 3.549 
4255;COMPRA; $ 77.550 
3978;COMPRA; $ 160.000 
2555;AVANCE; $ 90.000 
3152;AVANCE; $ 800.000 
4248;COMPRA; $ 194.902 
7884;COMPRA; $ 68.994 
9698;COMPRA; $ 141.870 
2806;COMPRA; $ 849.727 
2593;COMPRA; $ 32.900 
7366;COMPRA; $ 118.242 
2551;AVANCE; $ 640.000 
2843;COMPRA; $ 112.426 
9485;COMPRA; $ 41.175 
6827;COMPRA; $ 59.107 
8833;COMPRA; $ 317.300 
8603;COMPRA; $ 44.499 
6055;COMPRA; $ 703.304 
8289;AVANCE; $ 600.000 
6378;COMPRA; $ 483.950 
8579;AVANCE; $ 300.000 
9618;COMPRA; $ 1.748.947 
6072;COMPRA; $ 309.273 
3602;COMPRA; $ 43.978 
8320;COMPRA; $ 94.400 
2457;COMPRA; $ 2.826.595 
5939;COMPRA; $ 45.493 
5770;COMPRA; $ 163.600 
4430;COMPRA; $ 337.336 
5625;COMPRA; $ 300.623 
8241;COMPRA; $ 39.500 
7042;COMPRA; $ 84.721 
5648;AVANCE; $ 300.000 
4925;COMPRA; $ 4.663.947 
5496;COMPRA; $ 161.371 
8848;COMPRA; $ 77.270 
5849;COMPRA; $ 35.800 
8806;COMPRA; $ 146.000 
8160;AVANCE; $ 30.000 
5466;COMPRA; $ 594.915 
4065;COMPRA; $ 1.552.410 
3948;AVANCE; $ 600.000 
8009;COMPRA; $ 123.520 
9467;COMPRA; $ 2.309.945 
7513;COMPRA; $ 276.640 
5317;COMPRA; $ 729.600 
2894;COMPRA; $ 232.670 
3283;COMPRA; $ 24.900 
5275;COMPRA; $ 49.100 
9664;COMPRA; $ 1.000 
7673;COMPRA; $ 484.050 
7801;COMPRA; $ 34.600 
8809;COMPRA; $ 1.727.732 
6046;COMPRA; $ 186.150 
9426;COMPRA; $ 48.085 
3712;COMPRA; $ 40.290 
8580;COMPRA; $ 803.450 
9756;COMPRA; $ 243.226 
4459;COMPRA; $ 1.783.900 
5411;AVANCE; $ 400.000 
6928;COMPRA; $ 39.000 
4324;AVANCE; $ 200.000 
4353;COMPRA; $ 24.100 
9359;COMPRA; $ 92.400 
4626;COMPRA; $ 9.600 
2607;COMPRA; $ 200.000 
9665;COMPRA; $ 32.900 
8775;COMPRA; $ 85.650 
9700;COMPRA; $ 38.915 
7431;COMPRA; $ 1.374.799 
5879;COMPRA; $ 24.900 
4160;COMPRA; $ 50.000 
7332;COMPRA; $ 1.360.990 
4925;COMPRA; $ 400.752 
3071;COMPRA; $ 30.000 
8672;COMPRA; $ 91.000 
